what,kind,bundleId,bundleVersion,description,time
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.Map.CreateTripHandler.indexcache (File name too long)",1352749809485
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.Map.Marker.indexcache (File name too long)",1352749809487
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.Map.ProcessTripHandler.indexcache (File name too long)",1352749809489
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.Map.UpdateTrip.indexcache (File name too long)",1352749809490
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.Map.__init__.indexcache (File name too long)",1352749809492
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.MongoEncoder.MongoEncoder.indexcache (File name too long)",1352749809494
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.MongoEncoder.__init__.indexcache (File name too long)",1352749809495
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.PDF.PDFHandler.indexcache (File name too long)",1352749809497
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.PDF.__init__.indexcache (File name too long)",1352749809499
error,log,,,"/home/jason/workspace/TripShare/.metadata/.plugins/org.eclipse.core.resources/.projects/mtgtrade2/com.python.pydev.analysis/indexcache/mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.mtgtrade2.PaymentMethod.__init__.indexcache (File name too long)",1352749809500
